claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-1790,study finds low probability low high climate sensitivities lower estimate compared ipcc based new temperature reconstruction last glacial maximum may may withstand test time,['evidence-68232'],tar estimate climate sensitivity 1 5 4 5 °c average surface temperature projected increase 1 4 5 8 celsius degrees period 1990 2100 sea level projected rise 0 1 0 9 metres period,SUPPORTS
claim-2090,arctic icemelt natural cycle,['evidence-824669'],arctic ice pack undergoes regular seasonal cycle ice melts spring summer reaches minimum around mid-september increases fall winter,SUPPORTS
claim-2199,consequences climate change become increasingly bad additional degree warming consequences 2°c quite damaging consequences 4°c potentially catastrophic,"['evidence-91685', 'evidence-349143']",example limiting global warming 1 5 °c relative pre-industrial levels reduces climate change damages 2 °c limit increases global average temperature exceeding 1 5 2 5 °c relative global temperatures years 1980–1999 concomitant atmospheric co 2 concentrations projected changes ecosystems predominantly negative consequences biodiversity ecosystems goods services e g water food supply,SUPPORTS
claim-1498,carbon dioxide minuscule effect global climate,"['evidence-368192', 'evidence-185746', 'evidence-814790', 'evidence-1040875', 'evidence-950498']",increases atmospheric concentrations co 2 long-lived greenhouse gases methane nitrous oxide ozone correspondingly strengthened absorption emission infrared radiation causing rise average global temperature since mid-20th century carbon dioxide greatest concern exerts larger overall warming influence gases combined long atmospheric lifetime hundreds thousands years since industrial revolution anthropogenic emissions – primarily use fossil fuels deforestation – rapidly increased concentration atmosphere leading global warming carbon dioxide greenhouse gas increases radiative forcing contributes global warming along ocean acidification effect combustion-produced carbon dioxide global climate special case greenhouse effect first described 1896 svante arrhenius also called callendar effect,NOT_ENOUGH_INFO
claim-1792,greenland ice loss accelerating add metres sea level rise upcoming centuries,"['evidence-173281', 'evidence-59240', 'evidence-264761', 'evidence-123917']",greenland ice sheet melt away completely world sea level would rise 7 23 ft glaciers greenland also contributing rise global sea level faster previously believed findings show greenland lost 3 8 trillion tonnes ice since 1992 enough raise sea levels almost 11mm 1 06cm contribution greenland ice sheet sea level next couple centuries high due self-reinforcing cycle so-called positive feedback,SUPPORTS
claim-2540,words yet incontrovertible proof either greenhouse effect connection alleged global warming,"['evidence-1177431', 'evidence-256785']",convincing scientific evidence human release carbon dioxide methane greenhouse gases causing foreseeable future cause catastrophic heating earth atmosphere disruption earth climate hansen testified global warming reached level ascribe high degree confidence cause effect relationship greenhouse effect observed warming already happening greenhouse effect detected changing climate already reached point greenhouse effect important,DISPUTED
claim-2474,warming trends agree well surface temperatures model predictions except near poles,"['evidence-447033', 'evidence-474587']",sea level rise since 1990 underestimated older models agrees well observations tropics net effect produce significant warming latitudes closer poles loss albedo leads overall cooling effect,SUPPORTS
claim-2741,phil jones said past 15 years statistically significant warming,"['evidence-1142444', 'evidence-657030', 'evidence-734024', 'evidence-416007']",said probably global warming since 1940s satellite data show appreciable warming global atmosphere since 1979 concluded post-1980 global warming trend surface thermometers credible authors concluded northern hemisphere mean annual temperatures three past eight years warmer year since least ad1400 estimated empirically greenhouse gases become dominant climate forcing 20th century said conclusion warming past decades appears closely tied emission greenhouse gases humans natural factors,DISPUTED
claim-3102,[is] anecdotal evidence suggesting similar melts 1938-43 occasions,"['evidence-556592', 'evidence-365488', 'evidence-48733', 'evidence-523036', 'evidence-31950']",high current flows element rises higher temperature either directly melts else melts soldered joint within fuse opening circuit formed melting sulfur deposits temperatures low 113 °c 235 °f hot-bar reflow selective soldering process two pre-fluxed solder coated parts heated heating element called thermode sufficient temperature melt solder snpb 63/37 eutectic solder melts 183 °c sac lead free solder melts 217–220 °c,NOT_ENOUGH_INFO
claim-1112,“the jet stream forms boundary cold north warmer south lower temperature difference means winds weaker,"['evidence-686575', 'evidence-427299', 'evidence-66896', 'evidence-921243']",temperature difference arctic equator decreases ocean currents driven temperature difference like gulf stream weakening turn reduces temperature gradient drives jet stream winds may eventually cause jet stream become weaker variable course two air masses one cold dense north hot less dense south separated vertical boundary boundary removed difference densities result cold air mass slipping hotter less dense air mass therefore strong eastward moving jet streams part simple consequence fact equator warmer north south poles,SUPPORTS
claim-2488,however unable explain long term warming trend past decades,"['evidence-742898', 'evidence-529426', 'evidence-508793']",scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases new york times highlighted finding 20th century warmest century 600 years quoting mann saying conclusion warming past decades appears closely tied emission greenhouse gases humans natural factors long-term trend main cause record warmth 2015 2016 surpassing previous years—even ones strong el niño events,REFUTES
claim-1802,temporary drop sea level 2010 due intense land flooding caused strong la nina,"['evidence-792643', 'evidence-969261']",la niña combined record-high ocean temperatures north-eastern indian ocean large factor 2010–2011 queensland floods quartet recent heavy snowstorms north america starting december 2010 north american blizzard meanwhile series major storms caused extensive flooding california december 2010 seven consecutive days non-stop rainfall leading one wettest decembers 120 years records,SUPPORTS
claim-815,evidence growing comparatively cold zone within northern atlantic could due slowdown global ocean water circulation,"['evidence-16682', 'evidence-250766', 'evidence-931237']",another example possibility atlantic meridional overturning circulation slow shut see also shutdown thermohaline circulation additional fresh water flowing north atlantic warming cycle may also reduce global ocean water circulation shutdown slowdown thermohaline circulation hypothesized effect global warming major ocean circulation,SUPPORTS
